sample_index,premise,hypothesis,golden_label,reference_label,completion
35,Argentina and Britain announced an agreement Thursday to restore full diplomatic ties nearly eight years after they fought a 74 day war over the Falkland Islands a sparsely populated archipelago off Argentina coast in the South Atlantic Ocean.,Full diplomatic relations between Argentina and Britain were re-established after 74 days.,neutral,entailment,"war_duration_premise = 74
diplomatic_restoration_time_premise = 8*365
diplomatic_restoration_time_hypothesis = 74

# the hypothesis talks about the duration of the war and the time it took to restore full diplomatic relations
# we compare these durations to check for contradiction or entailment
if war_duration_premise != diplomatic_restoration_time_hypothesis:
    # if the duration of the war contradicts the time of restoration mentioned in the hypothesis
    label = ""contradiction""
else:
    label = ""entailment""

print(label)
"
122,"Last year's collapse of Italian dairy company Parmalat, with '' 14.3 billion euros that must still be accounted for'', is given as evidence for '' a lack of effective tools and controls regarding financial operations''.",Parmalat costs 14.3 billion euros.,neutral,neutral,"unaccounted_funds_premise = 14.3e9
cost_hypothesis = 14.3e9

# the hypothesis talks about the cost of Parmalat which is not referenced in the premise (the premise talks about unaccounted funds)
# the hypothesis cannot be entailed from the premise, since the cost of Parmalat is unknown.
label = ""neutral""

print(label)
"
147,"The expulsion of Albanians, which has distracted NATO with a parallel relief operation, has only served to harden the resolve of NATO's 19 members, who are now willing to approve attacks on more sensitive targets, like Milosevic's homes and Yugoslavia's state-run television.",NATO has 16 members.,neutral,neutral,"nato_members_premise = 19
nato_members_hypothesis = 16

# the hypothesis talks about the number of NATO members which is also mentioned in the premise
if nato_members_hypothesis != nato_members_premise:
    # check if the number of NATO members in the hypothesis contradicts the number of NATO members from the premise
    label = ""contradiction""
else:
    # if the number of NATO members in the hypothesis and premise are the same, we can infer entailment
    label = ""entailment""

print(label)
"
116,He said that '' there is evidence that Cristiani was involved in the murder of the six Jesuit priests'' which occurred on 16 November in San Salvador.,Cristiani is accused of the assassination of six Jesuits.,entailment,entailment,"priests_murdered_premise = 6
priests_murdered_hypothesis = 6

# the hypothesis talks about the number of priests Cristiani is accused of murdering
# the premise also mentions the same number of priests being murdered and Cristiani's involvement
# we compare the number of priests from the hypothesis and premise
if priests_murdered_hypothesis != priests_murdered_premise:
    # check if the number of priests murdered in the hypothesis contradicts the number of priests murdered in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
107,"Commandos stormed a school Friday in southern Russia and battled separatist rebels holding hundreds of hostages as crying children, some naked and covered in blood, fled the building through explosions and gunfire.","The total number of hostages held in the school may have been as many as 1,200.",neutral,neutral,"# no specific number of hostages is mentioned in the premise
hostages_hypothesis = 1200

# the hypothesis talks about a possible number of hostages which cannot be contradicted or entailed from the premise because the premise does not provide a specific number
label = ""neutral""

print(label)
"
133,"Of all the national park lands in the United States, none is closer to a major urban area or more beset with problems than the Everglades, a shallow, 50-mile-wide river of grass that flows south from Lake Okeechobee to Florida Bay. For more than a generation, this fragile natural wonder has been held hostage by a web of special interests -- farmers, sportsmen and about 6 million South Florida residents in need of drinking water and flood control -- that is as complex as the ecosystem itself.",The Everglades is 50-mile wide.,entailment,entailment,"everglades_width_premise = 50
everglades_width_hypothesis = 50

# the hypothesis talks about the width of the Everglades, which is also mentioned in the premise
if everglades_width_hypothesis != everglades_width_premise:
    # check if the width of the Everglades in the hypothesis contradicts the width from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
24,"Nearly seven meters in height, Cassini will be carrying 12 separate packages of scientific instruments, as well as a probe, carrying six more bundles of sensors, which is to be dropped on to Titan, Saturn's largest moon.",The moon Titan has a diameter of 5100 kilometers.,neutral,neutral,"cassini_height_premise = 7  # in meters
scientific_instruments_premise = 12
probe_instruments_premise = 6
saturn_moon_diameter_hypothesis = 5100  # in kilometers

# the hypothesis talks about the diameter of the moon Titan which is not referenced in the premise
# the hypothesis cannot be entailed from the premise, since the diameter of the moon Titan is unknown.
label = ""neutral""

print(label)
"
75,There are 360 million European citizens in 15 member states and yet we can not find just 20 men and women with the relevant professional competence and work experience to be commissioners.,There are 360 million European citizens.,entailment,entailment,"citizens_premise = 360e6
citizens_hypothesis = 360e6

# the hypothesis talks about the number of European citizens, which is also mentioned in the premise
if citizens_hypothesis != citizens_premise:
    # check if the number of European citizens in the hypothesis contradicts the number of European citizens from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
86,"Employers created 144,000 new payroll jobs in August as the unemployment rate dipped to 5.4 percent, a modest improvement over the 5.5 percent jobless rate in July, the Labor Department reported Friday.",The Labor Department said this sector has added nearly 1 of every 5 of the new jobs created during the last 12 months.,neutral,neutral,"new_jobs_august_premise = 144000
unemployment_rate_august_premise = 5.4
unemployment_rate_july_premise = 5.5

# the hypothesis talks about the proportion of new jobs added by a certain sector during the last 12 months, which is not mentioned in the premise
# the hypothesis cannot be entailed from the premise, as the premise does not provide information about the sector that added new jobs or the total jobs added during the last 12 months.
label = ""neutral""

print(label)
"
41,Experts estimate that only 5% to 10% of stolen artworks ever finds its way back to the owners.,Only 5% to 10% of stolen art ever gets returned to the owners.,entailment,entailment,"lower_percentage_premise = 5
upper_percentage_premise = 10
lower_percentage_hypothesis = 5
upper_percentage_hypothesis = 10

# the hypothesis talks about the percentage of stolen art that is returned to the owners, which is also mentioned in the premise
if lower_percentage_hypothesis != lower_percentage_premise or upper_percentage_hypothesis != upper_percentage_premise:
    # check if the percentage values in the hypothesis contradict the percentage values in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
10,"After the deal closes, Teva will generate sales of about $7 billion a year, the company said.",Teva earns $7 billion a year.,neutral,neutral,"sales_premise = 7e9
sales_hypothesis = 7e9

# the hypothesis talks about the sales of Teva, which is also mentioned in the premise
# but the premise mentions this as a future event (""After the deal closes""), while the hypothesis states it as a current fact
# as the hypothesis does not contradict the premise, but cannot be fully and explicitly entailed from the premise, we infer neutral
label = ""neutral""

print(label)
"
9,Rival generic drug maker Mylan Laboratories Inc. reported revenue of $1.3 billion for fiscal 2005.,Mylan Laboratories Inc. earned $1.3 billion in fiscal year 2005.,entailment,entailment,"revenue_premise = 1.3e9
revenue_hypothesis = 1.3e9

# the hypothesis talks about the revenue of Mylan Laboratories Inc. in a certain fiscal year, which is also mentioned in the premise
if revenue_hypothesis != revenue_premise:
    # check if the revenue in the hypothesis contradicts the revenue in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
51,"More than 1,000 members of the Russian and foreign media registered for the news conference, which has become an annual event.","More than 1,000 members from Russia registered for the news conference.",neutral,neutral,"total_members_premise = 1000
russian_members_hypothesis = 1000

# the hypothesis talks about the number of Russian members which are not referenced in the premise (the nationality of the members is not mentioned)
# the hypothesis cannot be entailed from the premise, since the number of Russian members is unknown.
label = ""neutral""

print(label)
"
96,"The death toll of a fire that roared through a packed Buenos Aires nightclub climbed on Friday to at least 175, with more than 700 injured as young revellers stampeded to reach locked exit doors.",At least 174 had been killed and more than 410 people injured.,entailment,entailment,"deaths_premise = 175
injured_premise = 700
deaths_hypothesis = 174
injured_hypothesis = 410

# the hypothesis talks about the number of deaths and injured people, which are also mentioned in the premise
if deaths_hypothesis > deaths_premise:
    # check if the number of deaths in the hypothesis contradicts the number of deaths in the premise
    label = ""contradiction""
elif injured_hypothesis > injured_premise:
    # check if the number of injured people in the hypothesis contradicts the number of injured people in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
65,"This is good news for Gaelic translators, as the EU will have to churn out official documents in this language, in addition to the 20 other official EU languages.",There are 20 official EU languages.,neutral,entailment,"official_languages_premise = 20
official_languages_hypothesis = 20

# the hypothesis talks about the number of official EU languages, which is also mentioned in the premise
if official_languages_hypothesis != official_languages_premise:
    # check if the number of official EU languages in the hypothesis contradicts the number from the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not contradict the premise value, we can infer entailment
    label = ""entailment""

print(label)
"
34,"Fourteen European countries with about 5% of the world's population have reached zero population growth and Japan, France and Finland are, among others, headed in that direction.",Japan is headed toward zero population growth.,entailment,entailment,"european_countries_premise = 14
world_population_premise = 5 / 100  # 5% converted to a decimal
population_growth_premise = 0
japan_population_growth_premise = 0
france_population_growth_premise = 0
finland_population_growth_premise = 0
japan_population_growth_hypothesis = 0

# the hypothesis talks about the population growth of Japan, which is also mentioned in the premise
if japan_population_growth_hypothesis != japan_population_growth_premise:
    # check if the population growth of Japan in the hypothesis contradicts the population growth from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
123,"Take consumer products giant Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of them with small companies.",Procter and Gamble spends $1.8 billion for Research and Development.,entailment,entailment,"rd_budget_premise = 1.8e9
rd_budget_hypothesis = 1.8e9

# the hypothesis talks about the Research and Development budget of Procter and Gamble, which is also mentioned in the premise
# the hypothesis does not contradict the premise, we can infer entailment
if rd_budget_hypothesis == rd_budget_premise:
    label = ""entailment""
else:
    label = ""contradiction""

print(label)
"
146,"Io is 2,236 miles (3,598 kilometers) in diameter, slightly larger than the Earth's moon.",The terrestrial moon has a diameter of 3746 kilometers.,neutral,neutral,"diameter_io_miles = 2236
diameter_io_kilometers = 3598
diameter_moon_kilometers_hypothesis = 3746

# the hypothesis talks about the diameter of the Earth's moon
# the premise only provides the information that Io is slightly larger than the Earth's moon, but does not provide an exact value for the diameter of the Earth's moon.
# Therefore, the hypothesis cannot be entailed from the premise.
# However, as the diameter of the Earth's moon provided in the hypothesis is larger than the diameter of Io (which is said to be slightly larger than the Earth's moon), this would be a contradiction.
if diameter_moon_kilometers_hypothesis <= diameter_io_kilometers:
    label = ""contradiction""
else:
    label = ""neutral""

print(label)
"
117,He said that '' there is evidence that Cristiani was involved in the murder of the six Jesuit priests'' which occurred on 16 November in San Salvador.,Cristiani killed six Jesuits.,neutral,neutral,"# Number of priests in premise and hypothesis
priests_premise = 6
priests_hypothesis = 6

# Involvement of Cristiani in the murder (1 implies involvement)
cristiani_involvement_premise = 1
cristiani_involvement_hypothesis = 1

# the hypothesis talks about Cristiani's involvement in the murder, which is also mentioned in the premise
# but the hypothesis directly states Cristiani as the killer without any evidence, which is not mentioned in the premise
# So, no entailment or contradiction can be inferred here.
label = ""neutral""

print(label)
"
137,"Beamon's jump was a world record that eclipsed the previous record by 21 3/4 inches. The jump still stands as an Olympic record, and stood as a world record until Mike Powell leapt 29'4 1/2'' at the 1991 World Championships in Tokyo.","2,45 m is the world record in the high jump.",neutral,neutral,"beamon_jump_inches_record_increase = 21 + 3/4
powell_jump_inches_record = 29 * 12 + 4 + 1/2 # convert feet to inches
high_jump_record_meters_hypothesis = 2.45

# the hypothesis talks about the world record in high jump, whereas the premise is about long jump records
# the high jump record is not mentioned in the premise
label = ""neutral""

print(label)
"
152,Amsterdam police said Wednesday that they have recovered stolen lithographs by the late U.S. pop artist Andy Warhol worth more than $1 million.,Police recovered 81 Andy Warhol lithographs.,neutral,neutral,"artwork_value_premise = 1e6

# the hypothesis talks about the number of lithographs, which is not mentioned in the premise
# the hypothesis cannot be entailed from the premise, since the number of lithographs is unknown.
label = ""neutral""

print(label)
"
103,Analysts surveyed by Thomson First Call were looking for the company to post earnings of 38 cents per share on sales of $12.81 billion in the latest period.,SBC reported earnings of 38 cents per share in the latest quarter.,neutral,neutral,"expected_earnings_premise = 0.38
expected_earnings_hypothesis = 0.38

# the hypothesis talks about the actual earnings of the company, while the premise talks about expected earnings
# we cannot infer from the premise whether the actual earnings were indeed as predicted
# therefore, we cannot infer entailment or contradiction from the premise to the hypothesis
label = ""neutral""

print(label)
"
14,"The same storm has caused more than 125,000 people to lose power near St. Louis, Missouri and power officials say that they are '' still losing people,'' said Springfield's City Utilities spokesman, Ern DeCamp.","125,000 were killed by a storm.",neutral,neutral,"people_lost_power_premise = 125000
people_killed_hypothesis = 125000

# the hypothesis talks about the number of people killed by the storm, which is not mentioned in the premise
# the premise only mentions the number of people who lost power due to the storm
# the hypothesis cannot be entailed from the premise, since the number of people killed is unknown.
label = ""neutral""

print(label)
"
45,"Leona Helmsley, the self-proclaimed queen of a luxury hotel chain, was sentenced Tuesday to four years in federal prison.",Leona Helmsley was given a four year sentence.,entailment,entailment,"sentence_years_premise = 4
sentence_years_hypothesis = 4

# the hypothesis talks about the same person and the same sentence years as in the premise
if sentence_years_hypothesis != sentence_years_premise:
    # check if the sentence years in the hypothesis contradicts the sentence years in the premise
    label = ""contradiction""
else:
    # if the sentence years in the hypothesis does not contradict the sentence years in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
71,"The rock, which was returned from the Moon in April 1972 by Apollo 16 astronauts Young and Charlie Duke, remains NASA property but is on extended loan for display at the Burke Baker Planetarium Theater located at the museum.",16 astronauts have been on the moon.,neutral,neutral,"apollo_16_astronauts_premise = 2
apollo_16_astronauts_hypothesis = 16

# the hypothesis talks about the number of astronauts that have been to the moon, which contradicts with the premise (only 2 astronauts from Apollo 16 have been to the moon according to the premise)
if apollo_16_astronauts_premise < apollo_16_astronauts_hypothesis:
    label = ""contradiction""
else:
    label = ""entailment""

print(label)
"
20,"Pakistan, which fought two of its three wars with India over Kashmir, denies Indian charges that it is arming separatists in the valley.",India and Pakistan have fought three wars for the possession of Kashmir.,neutral,neutral,"wars_premise = 3
wars_over_kashmir_premise = 2
wars_hypothesis = 3

# the hypothesis talks about the number of wars India and Pakistan fought over Kashmir
# the premise also mentions the number of wars fought and the number of those that were for Kashmir
if wars_hypothesis != wars_premise:
    # check if the total number of wars in the hypothesis contradicts the total number of wars from the premise
    label = ""contradiction""
elif wars_over_kashmir_premise != wars_hypothesis:
    # check if the number of wars over Kashmir in the hypothesis contradicts the number of wars over Kashmir in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
82,Childress led all players with 26 points and nine rebounds and scored 10 points in a five-minute second-half stretch as the Cardinal put the game away.,"Childress was the reluctant hero, even after 26 points, nine rebounds, two blocks, three steals and three assists.",neutral,entailment,"points_premise = 26
rebounds_premise = 9
points_hypothesis = 26
rebounds_hypothesis = 9

# the hypothesis talks about the number of points and rebounds Childress made, which is also mentioned in the premise
if points_hypothesis != points_premise:
    # check if the number of points in the hypothesis contradicts the number of points from the premise
    label = ""contradiction""
elif rebounds_hypothesis != rebounds_premise:
    # check if the number of rebounds in the hypothesis contradicts the number of rebounds in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
92,"Two car bombs explode near a police station outside of Baghdad's Green Zone, killing seven police officers and wounding about 60 others.",A pair of car bombs explode near government offices in Baghdad.,neutral,neutral,"car_bombs_premise = 2
car_bombs_hypothesis = 2

# the hypothesis talks about the location of the bombing which is not specific enough to compare with the premise
# the hypothesis cannot be fully entailed from the premise, since the detailed location is not specified.
label = ""neutral""

print(label)
"
30,"Alluding to Greece's proposal, and other differences within the alliance, Albright said '' there are a variety of ideas'' among the diverse 19 NATO member nations.",The NATO has 16 members.,neutral,neutral,"nato_members_premise = 19
nato_members_hypothesis = 16

# the hypothesis talks about the number of NATO members, which is also mentioned in the premise
if nato_members_hypothesis != nato_members_premise:
    # check if the number of NATO members in the hypothesis contradicts the number of members from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
61,"This is good news for Gaelic translators, as the EU will have to churn out official documents in this language, in addition to the 20 other official EU languages.",There are 21 official EU languages.,entailment,entailment,"official_languages_premise = 20
official_languages_hypothesis = 21

# the hypothesis talks about the total number of official EU languages, which is also mentioned in the premise
# but the premise provides information about the languages before the addition of Gaelic
# so we add 1 to the official_languages_premise to account for the addition of Gaelic
official_languages_premise += 1

if official_languages_hypothesis == official_languages_premise:
    # if the number of official EU languages in the hypothesis is equal to the number of official EU languages in the premise
    # after the addition of Gaelic, we can infer entailment
    label = ""entailment""
else:
    # if the number of official EU languages in the hypothesis is not equal to the number of official EU languages in the premise
    # after the addition of Gaelic, we infer contradiction
    label = ""contradiction""

print(label)
"
55,"Authorities in Brazil say that more than 200 people are being held hostage in a prison in the country's remote, Amazonian-jungle state of Rondonia.",Authorities in Brazil hold 200 people as hostage.,neutral,entailment,"hostages_premise = 200
hostages_hypothesis = 200

# the hypothesis talks about the number of hostages held by authorities which is also mentioned in the premise
if hostages_hypothesis > hostages_premise:
    # check if the number of hostages in the hypothesis contradicts the number of hostages from the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
113,"Take consumer products giant Procter and Gamble. Even with a $1.8 billion Research and Development budget, it still manages 500 active partnerships each year, many of them with small companies.",500 small companies are partners of Procter and Gamble.,neutral,neutral,"budget_premise = 1.8e9
partnerships_premise = 500
partnerships_hypothesis = 500

# the hypothesis talks about the number of partnerships with small companies, which is not detailed in the premise
# the premise only mentions the total number of partnerships, not specifically with small companies
# the hypothesis cannot be fully entailed from the premise, since we don't know the exact number of partnerships with small companies
label = ""neutral""

print(label)
"
142,"The 10-men team is expected to arrive at the foot of the mountain in the end of April and began their journey to the 8,586-meter peak in early May.",Kanchenjunga is 8586 meters high.,neutral,entailment,"mountain_height_premise = 8586
mountain_height_hypothesis = 8586

# the hypothesis makes a claim about the height of Kanchenjunga, which is also mentioned in the premise
if mountain_height_hypothesis != mountain_height_premise:
    # check if the height of the mountain in the hypothesis contradicts the height of the mountain in the premise
    label = ""contradiction""
else:
    # if the height of the mountain in the hypothesis does not contradict the height of the mountain in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
127,"GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the% u20AC390m (£265m) sale of the Dutch home shopping company, Wehkamp, to Industri Kapital, a private equity firm.",Wehkamp cost% u20AC390m.,entailment,entailment,"sale_price_premise = 390e6
sale_price_hypothesis = 390e6

# the hypothesis talks about the sale price of Wehkamp which is also mentioned in the premise
if sale_price_hypothesis != sale_price_premise:
    # check if the sale price in the hypothesis contradicts the sale price in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
155,The United Nations last night elected eight judges for the international war crimes tribunal that will try those accused of murders and other atrocities in former Yugoslavia since 1991.,11 judges in the Yugoslavia war tribunal were sworn in at the World court.,neutral,neutral,"judges_elected_premise = 8
judges_sworn_in_hypothesis = 11

# the hypothesis talks about the number of judges sworn in for a tribunal, which is different from the number of judges elected mentioned in the premise
if judges_sworn_in_hypothesis != judges_elected_premise:
    # check if the number of judges in the hypothesis contradicts the number of judges from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
104,"Excluding those items, the company reported a net income of 79 cents per share, handily beating the estimate of 72 cents per share carried by analysts surveyed by Thomson First Call.",Analysts surveyed by Thomson First call were expecting earnings of 72 cents a share.,entailment,entailment,"net_income_premise = 0.79
estimate_analysts_premise = 0.72
estimate_analysts_hypothesis = 0.72

# the hypothesis talks about the earnings per share expected by the analysts, which is also mentioned in the premise
if estimate_analysts_hypothesis != estimate_analysts_premise:
    # check if the earnings per share expected by the analysts in the hypothesis contradicts the earnings per share expected by the analysts from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
130,"Mozambique's Maria Mutola and Israel's Alex Averbukh produced the best performances of the year, in the women's 800 metres and men's pole vault, at the Super Grand Prix in Madrid on Saturday.",The women's ten thousand metres champion is from Mozambique.,neutral,neutral,"# The premise and hypothesis do not provide any numerical values to compare
# However, they both mention a female athlete from Mozambique

# The premise states that a woman from Mozambique had the best performance in the 800 metres race
# The hypothesis states that the champion of the ten thousand metres race is a woman from Mozambique
# There is no information in the premise about the ten thousand metres race

label = ""neutral""

print(label)
"
161,"Gemayel's assassination is almost certain to deepen the political crisis in Lebanon, which started after the resignation of six pro-Syrian ministers, two from Hezbollah, hours after all-party round table talks collapsed.",After the resignation of six pro-Syrian ministers a deep political crises started in Lebanon.,entailment,entailment,"resignation_ministers_premise = 6
resignation_ministers_hypothesis = 6

# the hypothesis and premise both mention the resignation of a certain number of pro-Syrian ministers
if resignation_ministers_premise != resignation_ministers_hypothesis:
    # check if the number of resignations in the hypothesis contradicts the number of resignations in the premise
    label = ""contradiction""
else:
    # if the number of resignations in the hypothesis does not contradict the number in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
85,"The average price of a gallon of gasoline has jumped a nickel over the past two weeks and is back near the record high set earlier this year, according to a national survey released Sunday.",Gas prices jumped 5 cents a gallon over the last two weeks.,entailment,entailment,"price_jump_premise = 0.05
price_jump_hypothesis = 0.05

# the hypothesis talks about the increase in gas prices over a certain period, which is also mentioned in the premise
if price_jump_hypothesis != price_jump_premise:
    # check if the increase in price in the hypothesis contradicts the increase in price from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
76,"Monday, when the hearings begin, the Palestinians will hold their demonstration during the same hours, and a 25-person counter-demonstration by Israelis and Jews will take place.",Israelis will demonstrate and a counter-demonstration of 25 Palestinians will be permitted as well.,neutral,entailment,"# number of demonstrators in each group according to the premise
palestinians_premise = 25
israelis_premise = 25

# number of demonstrators in each group according to the hypothesis
palestinians_hypothesis = 25
israelis_hypothesis = 25

# the premise mentions a demonstration by Palestinians and a counter-demonstration by Israelis
# the hypothesis talks about a demonstration by Israelis and a counter-demonstration by Palestinians
# the two demonstrations being held are the same, but the groups holding them are switched between the premise and the hypothesis
# therefore, we need to compare the number of demonstrators in each group between the premise and the hypothesis

if (palestinians_premise != israelis_hypothesis) or (israelis_premise != palestinians_hypothesis):
    # if the number of demonstrators in either group contradicts between the premise and the hypothesis, we infer contradiction
    label = ""contradiction""
else:
    # if the numbers match, we infer entailment
    label = ""entailment""

print(label)
"
27,"With a diameter of 5,230 kilometers, Ganymede is the largest satellite in the solar system-bigger than Mercury and about three-fourths the size of Mars.","The terrestrial moon has a diameter of 3,746 kilometers.",neutral,neutral,"diameter_ganymede_premise = 5230
diameter_moon_hypothesis = 3746

# the hypothesis talks about the diameter of the moon, which is not referenced in the premise
# the diameter of the moon cannot be entailed from the premise, since the premise only talks about Ganymede
label = ""neutral""

print(label)
"
13,"In a move widely viewed as surprising, the Bank of England raised UK interest rates from 5% to 5.25 %, the highest in five years.",UK interest rates went up from 5% to 5.25%.,entailment,entailment,"interest_rate_begin_premise = 5
interest_rate_end_premise = 5.25
interest_rate_begin_hypothesis = 5
interest_rate_end_hypothesis = 5.25

# the hypothesis talks about the start and end interest rates which are also mentioned in the premise
if interest_rate_begin_hypothesis != interest_rate_begin_premise:
    # check if the beginning interest rate in the hypothesis contradicts the beginning interest rate in the premise
    label = ""contradiction""
elif interest_rate_end_hypothesis != interest_rate_end_premise:
    # check if the end interest rate in the hypothesis contradicts the end interest rate in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
42,"The City Council recently budgeted $7,300 to pay for training Officer Ron Inman and his dog Waldo.","The City Council paid $7,300 to train a dog.",neutral,entailment,"budgeted_amount_premise = 7300
budgeted_amount_hypothesis = 7300

# The hypothesis talks about the amount paid by the City Council for training a dog which is also mentioned in the premise
if budgeted_amount_hypothesis != budgeted_amount_premise:
    # Check if the amount in the hypothesis contradicts the amount in the premise
    label = ""contradiction""
else:
    # If the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
52,"Last week, the attorney general of Connecticut, Richard Blumenthal, turned up the pressure when he said the state would no longer extend its insurance plan for its 188,000 employees to cover prescriptions filled at Wal-Mart unless the chain agreed to stock the pills.","The attorney general of Connecticut, Richard Blumenthal has 188,000 employees.",neutral,neutral,"employees_premise = 188000
employees_hypothesis = 188000

# the hypothesis states that Richard Blumenthal has 188,000 employees, while the premise states that the state has 188,000 employees
# the hypothesis cannot be entailed from the premise, as the employer in the premise (the state) is not the same as in the hypothesis (Richard Blumenthal)
label = ""contradiction""

print(label)
"
37,"Indonesia's tin industry is expected to return to profit in 1992 with the dominant state-owned tin mine, Tambang Timah, having cut production costs by 25 per cent since 1990.",Indonesia cut tin production costs by 25%.,neutral,neutral,"cost_reduction_premise = 25
cost_reduction_hypothesis = 25

# the hypothesis talks about the reduction in tin production costs in Indonesia
# the premise also mentions a 25% reduction in production costs for the state-owned tin mine
# However, it does not explicitly state that the whole of Indonesia's tin industry has had the same cost reduction
# Therefore, we cannot infer entailment, but there is also no contradiction

label = ""neutral""

print(label)
"
66,Most linguistically diverse countries only award the official status to one or two core languages:The EU distinguishes between procedural and official languages.,There are two official EU languages.,neutral,neutral,"official_languages_premise = 2
official_languages_hypothesis = 2

# the hypothesis talks about the number of official languages in the EU, which is not explicitly mentioned in the premise
# the hypothesis cannot be entailed from the premise, since the exact number of official languages in the EU is unknown.
label = ""neutral""

print(label)
"
95,"Temporary help firms added 32,000 and education and health care services gained 13,000 jobs last month.","Service industries such as education and health care added 46,000 jobs.",neutral,neutral,"temp_help_firms_jobs_premise = 32000
edu_health_services_jobs_premise = 13000
total_jobs_premise = temp_help_firms_jobs_premise + edu_health_services_jobs_premise
service_industries_jobs_hypothesis = 46000

# the hypothesis talks about the total jobs added in service industries
# we compare the total jobs mentioned in the hypothesis with the total jobs calculated from the premise
if service_industries_jobs_hypothesis != total_jobs_premise:
    # check if the total jobs in the hypothesis contradicts the total jobs calculated from the premise
    label = ""contradiction""
else:
    # if the total jobs in the hypothesis does not contradict the total jobs calculated from the premise, we can infer entailment
    label = ""entailment""

print(label)
"
120,"Following the Declaration of the Establishment of the State of Israel, May 14, 1948, seven Arab states entered Palestine and engaged Israeli forces.",Israeli forces attacked seven Arab states in 1948.,neutral,neutral,"arab_states_premise = 7
arab_states_hypothesis = 7
year_premise = 1948
year_hypothesis = 1948

# the hypothesis talks about the number of Arab states and the year which are also mentioned in the premise
# but the narrative of the two sentences contradict each other
if arab_states_hypothesis != arab_states_premise:
    # check if the number of Arab states in the hypothesis contradicts the number of states from the premise
    label = ""contradiction""
elif year_hypothesis != year_premise:
    # check if the year in the hypothesis contradicts the year in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, but narrative contradicts
    label = ""contradiction""

print(label)
"
114,"After his release, the clean-shaven Magdy el-Nashar told reporters outside his home that he had nothing to do with the July 7 transit attacks, which killed 52 people and the four bombers.",52 people and four bombers were killed on July 7.,entailment,entailment,"people_killed_premise = 52
bombers_killed_premise = 4
people_killed_hypothesis = 52
bombers_killed_hypothesis = 4

# the hypothesis talks about the number of people and bombers killed on July 7, which is also mentioned in the premise
if people_killed_hypothesis != people_killed_premise:
    # check if the number of people killed in the hypothesis contradicts the number of people killed in the premise
    label = ""contradiction""
elif bombers_killed_hypothesis != bombers_killed_premise:
    # check if the number of bombers killed in the hypothesis contradicts the number of bombers killed in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
