sample_index,premise,hypothesis,golden_label,reference_label,completion
306,"Britain has about 4,100 troops in Iraq, the second-largest contingent after the United States, which has about 142,500.","After U.S.'s 142,500 troops, Britain has second-largest contingent:4,100.",entailment,entailment,"britain_troops_premise = 4100
britain_troops_hypothesis = 4100
us_troops_premise = 142500
us_troops_hypothesis = 142500

# the hypothesis mentions the number of troops Britain and the U.S. have in Iraq, which is also referenced in the premise
if britain_troops_hypothesis != britain_troops_premise:
    # check if the number of Britain troops in the hypothesis contradicts the number of Britain troops reported in the premise
    label = ""contradiction""
elif us_troops_hypothesis != us_troops_premise:
    # check if the number of U.S. troops from the hypothesis contradicts the number of U.S. troops in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
246,"At least four people were hurt, authorities said, but there were no reports of fatalities.",At least four people were reported injured.,entailment,entailment,"people_hurt_premise = 4
people_injured_hypothesis = 4

# the hypothesis mentions the number of people injured, which is also referenced in the premise
if people_injured_hypothesis < people_hurt_premise:
    # check if the number of people injured in the hypothesis contradicts the number of people hurt in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
206,"Chautauqua Airlines flight 3071 came within 800 vertical feet and.82 nautical miles after take-off of an arriving aircraft, identified as Republic Airlines flight 3329, authorities said.",A plane came within 800 vertical feet and less than one nautical mile of another aircraft.,entailment,entailment,"vertical_distance_premise = 800
vertical_distance_hypothesis = 800
nautical_miles_premise = 0.82
nautical_miles_hypothesis = 1

# the hypothesis mentions the vertical distance and the nautical miles which are also mentioned in the premise
if vertical_distance_hypothesis != vertical_distance_premise:
    # check if the vertical distance in the hypothesis contradicts the vertical distance reported in the premise
    label = ""contradiction""
elif nautical_miles_hypothesis < nautical_miles_premise:
    # check if the nautical miles from the hypothesis contradicts the nautical miles in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
290,Female prisoners were more than three times as likely to be victims of sexual abuse as male prisoners.,"Female prisoners were more than three times as likely to be victims, the study found.",entailment,neutral,"likelihood_female_prisoners_premise = 3
likelihood_female_prisoners_hypothesis = 3

# the hypothesis mentions that female prisoners are more than three times as likely to be victims of abuse
# this is similar to the premise, but the premise specifies that this is in comparison to male prisoners
# the hypothesis does not provide this context
if likelihood_female_prisoners_hypothesis != likelihood_female_prisoners_premise:
    # check if the likelihood of female prisoners being victims in the hypothesis contradicts the likelihood in the premise
    label = ""contradiction""
else:
    # if the likelihood in the hypothesis does not contradict the likelihood in the premise, we can infer neutrality
    # as the context of the comparison (with male prisoners) is missing in the hypothesis
    label = ""neutral""

print(label)
"
101,"Sarah Shourd, like the other two hikers, is a graduate of the University of California, Berkeley.","All three are graduates of University of California, Berkeley.",entailment,entailment,"graduates_premise = 3
graduates_hypothesis = 3

# the hypothesis mentions the number of graduates from University of California, Berkeley, which is also mentioned in the premise
if graduates_hypothesis != graduates_premise:
    # check if the number of graduates in the hypothesis contradicts the number of graduates mentioned in the premise
    label = ""contradiction""
else:
    # if the number of graduates in the hypothesis does not contradict the number mentioned in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
372,"Overall, 2,500 delegates traveled to Davos from more than 100 countries.","Overall, 2,500 delegates traveled to Davos from more than 100 countries around the world.",entailment,entailment,"delegates_premise = 2500
delegates_hypothesis = 2500
countries_premise = 100
countries_hypothesis = 100

# the hypothesis mentions the number of delegates and the number of countries they came from, which are also mentioned in the premise
if delegates_hypothesis != delegates_premise:
    # check if the number of delegates in the hypothesis contradicts the number of delegates reported in the premise
    label = ""contradiction""
elif countries_hypothesis != countries_premise:
    # check if the number of countries from the hypothesis contradicts the number of countries in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
548,(CNN) -- Manchester United have accepted a world-record $130 million offer for Cristiano Ronaldo from Real Madrid.,Spanish club offer a world-record $130 million for Manchester United winger.,neutral,entailment,"offer_premise = 130000000
offer_hypothesis = 130000000

# the hypothesis mentions the world record offer for a Manchester United player, which is also mentioned in the premise
if offer_hypothesis != offer_premise:
    # check if the offer amount in the hypothesis contradicts the offer amount reported in the premise
    label = ""contradiction""
else:
    # if the offer amount in the hypothesis does not contradict the offer amount in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
519,Properties:12 moderate to upscale hotels in Israel.,Dan Hotels operates 12 moderate to upscale hotels in Israel.,neutral,neutral,"hotels_premise = 12
hotels_hypothesis = 12

# the hypothesis mentions the number of moderate to upscale hotels in Israel, which is also referenced in the premise
# however, the hypothesis specifies that these hotels are operated by Dan Hotels, which cannot be entailed from the premise
label = ""neutral""

print(label)
"
459,Too Short's manager David Weintraub acknowledged to CNN that Short's breath test at the scene tested'' 0.01 above the limit in California.'',"Too Short's breath tested'' 0.01 above the limit in California'' for alcohol, manager says.",entailment,entailment,"alcohol_level_premise = 0.01
alcohol_level_hypothesis = 0.01

# the hypothesis mentions the alcohol level in Too Short's breath, which is also mentioned in the premise
if alcohol_level_hypothesis != alcohol_level_premise:
    # check if the alcohol level in the hypothesis contradicts the alcohol level reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
838,"'' We call on Iranian authorities to immediately explain why Jason Rezaian, Yeganeh Salehi, and two other journalists have been detained, and we call for their immediate release,'' said Sherif Mansour, its Middle East and North Africa program coordinator.",Iranian official says Jason Rezaian and Yeganeh Salehi are among three journalists held.,neutral,neutral,"journalists_premise = 4
journalists_hypothesis = 3

# the hypothesis mentions the number of journalists being held, which is also mentioned in the premise
# we need to check if the number of journalists in the hypothesis contradicts the number of journalists in the premise
if journalists_hypothesis != journalists_premise:
    label = ""contradiction""
else:
    # if the number of journalists in the hypothesis does not contradict the number of journalists in the premise, we cannot infer entailment nor contradiction
    label = ""neutral""

print(label)
"
929,"In the other two, the retirements of senators, one a Democrat and one a Republican, have created an opportunity the two parties are contesting.","In four of the states, Democratic incumbents are seeking to win re-election.",neutral,neutral,"# The premise and hypothesis do not provide any numerical information for comparison
# The premise talks about retirements creating an opportunity for two parties
# The hypothesis talks about Democratic incumbents seeking re-election in four states
# These two pieces of information do not contradict each other, but they also don't entail one another
label = ""neutral""

print(label)
"
63,Quezada has chosen a cash payment of his lottery prize that will amount to approximately $152 million after taxes.,The payment was taken from his after-tax prize of about $152 million.,entailment,entailment,"prize_premise = 152000000
prize_hypothesis = 152000000

# the hypothesis mentions the amount of the after-tax prize, which is also mentioned in the premise
if prize_hypothesis != prize_premise:
    # check if the amount in the hypothesis contradicts the amount stated in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
828,"The mother, Jillian Meredith McCabe, 34, was arrested on charges of aggravated murder, murder and first-degree manslaughter, police said.","Jillian Meredith McCabe, 34, held with bail set at $750,000.",neutral,neutral,"age_premise = 34
age_hypothesis = 34
bail_hypothesis = 750000

# the hypothesis mentions the age of Jillian Meredith McCabe, which is also mentioned in the premise
# the hypothesis also mentions a bail amount, which is not mentioned in the premise
# we can't derive a contradiction or entailment from the bail amount as there's no comparison point in the premise
if age_hypothesis != age_premise:
    # check if the age in the hypothesis contradicts the age reported in the premise
    label = ""contradiction""
else:
    # if the age in the hypothesis does not contradict the age in the premise, we infer a neutral relationship as there's insufficient information for entailment
    label = ""neutral""

print(label)
"
32,"Plans to build a $100 million, 13-story center have sparked an emotional debate.","The project includes the construction of a $100 million, 13-story community center.",entailment,neutral,"cost_premise = 100000000
cost_hypothesis = 100000000
floors_premise = 13
floors_hypothesis = 13

# the hypothesis mentions the cost and the number of floors of the center, which are also referenced in the premise
# however, the hypothesis states that the center is a community center, which cannot be verified from the premise
label = ""neutral""

print(label)
"
449,"Sheriff:Suzanne Hopper, who was killed, was married and the mother of two children.",He said she was married and the mother of two children.,entailment,entailment,"children_premise = 2
children_hypothesis = 2

# the hypothesis mentions the marital status and the number of children of Suzanne Hopper, which are also mentioned in the premise
if children_hypothesis != children_premise:
    # check if the number of children in the hypothesis contradicts the number of children mentioned in the premise
    label = ""contradiction""
else:
    # if the number of children in the hypothesis does not contradict the number of children in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
509,"'' Experts determined that the two explosive devices were planted in one of the trees in the area,'' the ministry said, adding that an investigation was under way.",It says that two explosive devices were in trees in the area.,neutral,entailment,"explosive_devices_premise = 2
explosive_devices_hypothesis = 2

# the hypothesis mentions the number of explosive devices in trees in the area, which is also mentioned in the premise
if explosive_devices_hypothesis != explosive_devices_premise:
    # check if the number of explosive devices in the hypothesis contradicts the number of explosive devices reported in the premise
    label = ""contradiction""
else:
    # if the number of explosive devices in the hypothesis does not contradict the number of explosive devices in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
698,"Can the BAT, which stands for buoyant airborne turbine, help bring life-saving electricity to an estimated 1 billion people in rural areas where power is unavailable?","Worldwide, an estimated 1 billion rural residents have no access to electricity.",neutral,entailment,"people_without_power_premise = 1000000000
people_without_power_hypothesis = 1000000000

# the hypothesis mentions the number of people worldwide without access to electricity, which is also referenced in the premise
if people_without_power_hypothesis != people_without_power_premise:
    # check if the number of people without power in the hypothesis contradicts the number of people without power reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis value does not contradict the premise value, we can infer entailment
    label = ""entailment""

print(label)
"
222,"Meanwhile, two U.S. service members were killed and two were wounded in an explosion targeting their vehicle in Wardak province, officials said.","Two American service members killed, two others injured in Wardak province blast.",entailment,entailment,"killed_members_premise = 2
killed_members_hypothesis = 2
wounded_members_premise = 2
wounded_members_hypothesis = 2

# the hypothesis mentions the number of killed and injured service members, which are also mentioned in the premise
if killed_members_hypothesis != killed_members_premise:
    # check if the number of killed members in the hypothesis contradicts the number of killed members reported in the premise
    label = ""contradiction""
elif wounded_members_hypothesis != wounded_members_premise:
    # check if the number of injured members from the hypothesis contradicts the number of injured members in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
140,"One of the militants may have been the radical Muslim cleric Anwar al-Awlaki, the embassy said.",One of militants may have been alleged Fort Hood gunman-linked cleric.,entailment,neutral,"# There's no numerical information in either the premise or the hypothesis, so no variables to define or compare
# The statements refer to the same person but with different descriptors, which does not allow for a clear entailment or contradiction

label = ""neutral""

print(label)
"
216,"The dead included 11 inmates and six guards, Durango state public safety officials said in a statement.","11 inmates and 6 guards are killed, Durango public safety officials report.",entailment,entailment,"dead_inmates_premise = 11
dead_inmates_hypothesis = 11
dead_guards_premise = 6
dead_guards_hypothesis = 6

# the hypothesis mentions the number of dead inmates and guards, which are also mentioned in the premise
if dead_inmates_hypothesis != dead_inmates_premise:
    # check if the number of dead inmates in the hypothesis contradicts the number reported in the premise
    label = ""contradiction""
elif dead_guards_hypothesis != dead_guards_premise:
    # check if the number of dead guards from the hypothesis contradicts the number in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
307,"Meanwhile, in Spain, Getafe reached the Copa del Rey semifinals despite losing 1-0 at home to Real Mallorca.",Getafe through to the Spanish Cup semifinals despite losing 1-0 to Mallorca.,entailment,entailment,"score_premise = 0
score_hypothesis = 0

# the hypothesis mentions the score of the game and the result, which are also mentioned in the premise
if score_hypothesis != score_premise:
    # check if the score in the hypothesis contradicts the score reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis score does not contradict the premise score, we can infer entailment
    label = ""entailment""

print(label)
"
174,"Another nine were injured and countless more may be missing, the Red Cross said.",Officials say 9 people were injured and countless more may be missing.,neutral,entailment,"injured_premise = 9
injured_hypothesis = 9

# the hypothesis mentions the number of injured people, which is also referenced in the premise
# however, the hypothesis does not provide the source of this information
# also, the premise and hypothesis both mention that countless more may be missing
if injured_hypothesis != injured_premise:
    # check if the number of injured people in the hypothesis contradicts the number mentioned in the premise
    label = ""contradiction""
else:
    # if the number of injured people in the hypothesis does not contradict the premise, we can infer entailment
    label = ""entailment""

print(label)
"
327,"Sweety High caters to girls between 8 and 16 and wraps'' social gaming mechanics around an arts platform,'' CEO and co-founder Frank Simonetti said.",Sweety High is a social gaming site for tween and teen girls between ages 8 and 16.,entailment,entailment,"lower_age_limit_premise = 8
upper_age_limit_premise = 16
lower_age_limit_hypothesis = 8
upper_age_limit_hypothesis = 16

# the hypothesis mentions the age range for users of Sweety High, which is also mentioned in the premise
if lower_age_limit_hypothesis != lower_age_limit_premise:
    # check if the lower age limit from the hypothesis contradicts the lower age limit in the premise
    label = ""contradiction""
elif upper_age_limit_hypothesis != upper_age_limit_premise:
    # check if the upper age limit from the hypothesis contradicts the upper age limit in the premise
    label = ""contradiction""
else:
    # if the hypothesis age range does not contradict the premise age range, we can infer entailment
    label = ""entailment""

print(label)
"
131,(CNN) -- One tornado stayed on the ground for 95 miles as it tore through towns in Kentucky and West Virginia.,"A twister that hit West Liberty, Kentucky, stayed on the ground for 95 miles.",entailment,neutral,"tornado_path_premise = 95
tornado_path_hypothesis = 95

# the hypothesis mentions the path length of a tornado, which is also mentioned in the premise
# however, the hypothesis refers to a specific location (West Liberty, Kentucky), which cannot be entailed from the premise
label = ""neutral""

print(label)
"
193,"Bing did not deny that it took Google into account when producing its own search results, but suggested they were only one factor among many.",Bing does n't deny using Google results but suggests they are one factor among many.,entailment,entailment,"# In this case, there are no numerical entities in either sentence, thus no comparison can be made. 
# However, the content of the premise and the hypothesis are identical in meaning.

label = ""entailment""

print(label)
"
313,Police said there were three people on board:the pilot and two passengers.,3 people on board.,entailment,entailment,"people_on_board_premise = 3
people_on_board_hypothesis = 3

# the hypothesis mentions the number of people on board, which is also mentioned in the premise
if people_on_board_hypothesis != people_on_board_premise:
    # check if the number of people in the hypothesis contradicts the number of people in the premise
    label = ""contradiction""
else:
    # if the number of people from the hypothesis does not contradict the number of people in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
909,Stone has come up with a name for the new state:South California.,He has drawn plans for 13 counties to form the 51st state.,neutral,neutral,"# There are no numerical entities in these sentences, so we cannot compare any quantities

# The premise makes no mention of the number of counties involved in the new state or whether it would be the 51st state
# These details from the hypothesis cannot be confirmed or contradicted by the premise, so the relationship is neutral
label = ""neutral""

print(label)
"
818,Almost 72% -- Percentage of people in the United States who live in a state where same-sex marriage is legal.,Thirty-seven states and the District of Columbia allow same-sex marriage.,neutral,neutral,"percentage_same_sex_marriage_legal_premise = 0.72
states_same_sex_marriage_legal_hypothesis = 37
total_us_states = 50

# the hypothesis mentions the number of states where same-sex marriage is legal
# whereas the premise mentions the percentage of people living in states where same-sex marriage is legal
# we need to calculate the percentage of states allowing same-sex marriage mentioned in the hypothesis
percentage_states_same_sex_marriage_legal_hypothesis = states_same_sex_marriage_legal_hypothesis / total_us_states

if percentage_states_same_sex_marriage_legal_hypothesis != percentage_same_sex_marriage_legal_premise:
    # check if the percentage of states allowing same-sex marriage from the hypothesis contradicts the percentage reported in the premise
    label = ""contradiction""
else:
    # if the percentage from the hypothesis does not contradict the percentage from the premise, we can infer entailment
    label = ""entailment""

print(label)
"
479,"By 18, he'd lost all the hair on his head and body.",Rhodes lost all the hair on his head and body by 18.,entailment,entailment,"age_premise = 18
age_hypothesis = 18

# the hypothesis mentions the age at which the person lost all his hair, which is also referenced in the premise
if age_hypothesis != age_premise:
    # check if the age in the hypothesis contradicts the age mentioned in the premise
    label = ""contradiction""
else:
    # if the age in the hypothesis does not contradict the age in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
303,"One sailor remained hospitalized and underwent surgery for a broken arm, the Navy said.","One sailor remains hospitalized, the Navy says.",entailment,neutral,"hospitalized_premise = 1
hospitalized_hypothesis = 1

# the hypothesis mentions the number of sailors hospitalized, which is also referenced in the premise
# however, the premise gives additional information about the sailor's condition that is not present in the hypothesis
# so it is possible that the hypothesis is a simplified version of the premise or it lacks information
label = ""neutral""

print(label)
"
243,Chevron CEO David O'Reilly says his company's profit is about 7 percent.,O'Reilly:Chevron profits about 7 percent.,entailment,entailment,"profit_premise = 0.07
profit_hypothesis = 0.07

# the hypothesis mentions the profit percentage of Chevron, which is also mentioned in the premise
if profit_hypothesis != profit_premise:
    # check if the profit percentage in the hypothesis contradicts the profit percentage reported in the premise
    label = ""contradiction""
else:
    # if the profit percentage in the hypothesis does not contradict the profit percentage in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
212,"Olmert was found guilty of breach of trust, but was acquitted on two corruption-related charges.",He is convicted of breach of trust and acquitted on two corruption-related charges.,entailment,entailment,"guilty_charges_premise = 1
acquitted_charges_premise = 2
guilty_charges_hypothesis = 1
acquitted_charges_hypothesis = 2

# the hypothesis mentions the number of charges for which the person was found guilty and acquitted, which are also mentioned in the premise
if guilty_charges_hypothesis != guilty_charges_premise:
    # check if the number of guilty charges in the hypothesis contradicts the number of guilty charges reported in the premise
    label = ""contradiction""
elif acquitted_charges_hypothesis != acquitted_charges_premise:
    # check if the number of acquitted charges from the hypothesis contradicts the number of acquitted charges in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
284,But Staton said his department has spent more than $1 million on the effort so far.,"More than $1 million has been spent on the case so far, he says.",entailment,entailment,"spent_premise = 1000000
spent_hypothesis = 1000000

# the hypothesis mentions a sum that has been spent, which is also mentioned in the premise
if spent_hypothesis != spent_premise:
    # check if the amount spent in the hypothesis contradicts the amount spent reported in the premise
    label = ""contradiction""
else:
    # if the amount spent in the hypothesis does not contradict the amount spent in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
866,The European Commission is providing 30 million euros ($39 million) to help the people affected by the flooding.,U.N. says nearly 1 million affected by flooding.,neutral,neutral,"funding_premise = 30
funding_hypothesis = 39
affected_people_hypothesis = 1000000

# the hypothesis mentions the number of people affected by flooding, which is not mentioned in the premise
# there is no information in the premise about the number of people affected by flooding
# also, there is no information in the hypothesis about the funding provided by the European Commission
# therefore, we cannot verify the information in the hypothesis based on the premise
label = ""neutral""

print(label)
"
837,"According to the United Nations, more than 100,000 people have been killed since fighting began.","About 100,000 killed, 6 million displaced since fighting began, U.N. says.",neutral,neutral,"people_killed_premise = 100000
people_killed_hypothesis = 100000
people_displaced_hypothesis = 6000000

# the hypothesis mentions the number of killed people, which is also mentioned in the premise
# however, the hypothesis also mentions the number of displaced people, which cannot be entailed from the premise
if people_killed_hypothesis != people_killed_premise:
    # check if the number of killed people in the hypothesis contradicts the number of killed people reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer neutrality because the hypothesis has additional information not present in the premise
    label = ""neutral""

print(label)
"
407,"A paper trail found suspect payments in Mexico totaled more than $24 million, the newspaper said, citing an internal Wal-Mart review.","An internal review found suspect payments totaling more than $24 million, the report says.",entailment,entailment,"suspect_payments_premise = 24000000
suspect_payments_hypothesis = 24000000

# the hypothesis mentions the amount of suspect payments, which is also mentioned in the premise
if suspect_payments_hypothesis != suspect_payments_premise:
    # check if the suspect payments amount in the hypothesis contradicts the suspect payments reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
611,Mexican authorities accused four top military officials of connections with organized crime in a high-profile case that has renewed debate over the role of government troops in the drug war.,Four top military officials are in a maximum-security prison.,neutral,neutral,"officials_premise = 4
officials_hypothesis = 4

# the number of military officials mentioned in the hypothesis is the same as in the premise
# however, the hypothesis makes a claim that the officials are in a maximum-security prison, which cannot be entailed from the premise
label = ""neutral""

print(label)
"
433,Champions League new boys Malaga sealed their passage to the knockout stage with a 1-1 draw at seven-time champions AC Milan in Group C.,Malaga qualify from Group C with 1-1 draw at AC Milan.,entailment,entailment,"score_premise = 1.5
score_hypothesis = 1.5
group_premise = 'C'
group_hypothesis = 'C'

# the hypothesis mentions the score of the match and the group in which Malaga played, which are also mentioned in the premise
if score_hypothesis != score_premise:
    # check if the score in the hypothesis contradicts the score reported in the premise
    label = ""contradiction""
elif group_hypothesis != group_premise:
    # check if the group from the hypothesis contradicts the group in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
462,"The $35 million includes $2.5 million to pay legal fees and other expenses for the Nigerian government, Halliburton said.",The $35 million settlement includes Nigeria's legal fees and expenses.,entailment,neutral,"total_settlement_premise = 35000000
legal_fees_premise = 2500000

total_settlement_hypothesis = 35000000
# the hypothesis does not specify the amount dedicated to legal fees

# the hypothesis mentions the total amount of the settlement, which is also mentioned in the premise
# however, the hypothesis does not specify the amount for legal fees, which cannot be entailed from the premise
label = ""neutral""

print(label)
"
258,"The last four cars went off the track, the railway company said.","Last four cars of train derailed, the railway company says.",entailment,entailment,"cars_premise = 4
cars_hypothesis = 4

# the hypothesis mentions the number of cars that derailed which is also mentioned in the premise
if cars_hypothesis != cars_premise:
    # check if the number of cars in the hypothesis contradicts the number of cars reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
219,"In addition, a portion of the cremated remains of Mercury 7 astronaut Gordon Cooper also were on board, the company confirmed.",Some of Mercury 7 astronaut Gordon Cooper's ashes also are on board.,entailment,entailment,"# there is no numerical entity mentioned in the premise or hypothesis

# both premise and hypothesis refer to the fact that a part of Gordon Cooper's ashes are on board
label = ""entailment""

print(label)
"
590,But Vodianova has a dream that could n't be further from the glitzy world of fashion -- to build 500 play parks in her native Russia.,Her dream is for the foundation to build 500 play parks across Russia.,neutral,entailment,"parks_premise = 500
parks_hypothesis = 500

# the hypothesis mentions the number of play parks to be built in Russia, which is also mentioned in the premise
if parks_hypothesis != parks_premise:
    # check if the number of parks in the hypothesis contradicts the number of parks reported in the premise
    label = ""contradiction""
else:
    # if the number of parks in the hypothesis does not contradict the number of parks in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
902,"Despite the mid-term election losses, Reid and the other top members of the Democratic leadership were all re-elected, although two centrist members of the caucus voted against Reid.",Warren and two other women senators joined the Senate Democratic leadership team.,neutral,neutral,"# There are no numerical entities in either the premise or the hypothesis
# The premise talks about re-election of top members of Democratic leadership and two centrist members voting against Reid
# The hypothesis mentions Warren and two other women senators joining the Senate Democratic leadership team
# Since there are no numerical entities to compare and the two sentences discuss different aspects of the Democratic leadership,
# the relationship between the premise and the hypothesis can be inferred as neutral

label = ""neutral""

print(label)
"
58,"The photo of a tousle-haired, thinly goateed Tsarnaev is one the suspect posted online himself and has been picked up by other outlets.",The image is one Tsarnaev himself posted online ; it's been published widely before.,entailment,entailment,"# There are no numerical entities in the sentences, so no variables are defined.

# The hypothesis mentions that the image was posted by Tsarnaev and had been published before, both of which are mentioned in the premise.
# There is no additional information in the hypothesis that can't be entailed from the premise, so the label is ""entailment"".
label = ""entailment""

print(label)
"
842,"Quinones had served two tours in Iraq, said Franklin.","Robert A. Quinones had done two tours in Iraq, his neighbor says.",neutral,entailment,"tours_premise = 2
tours_hypothesis = 2

# the hypothesis mentions the number of tours in Iraq by Quinones, which is also mentioned in the premise
if tours_hypothesis != tours_premise:
    # check if the number of tours in the hypothesis contradicts the number of tours mentioned in the premise
    label = ""contradiction""
else:
    # if the number of tours in the hypothesis does not contradict the number of tours in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
481,"The roommates found more envelopes in the couch, which they had bought at the Salvation Army for $20.",Three roommates bought a couch at the Salvation Army for $20.,neutral,neutral,"couch_price_premise = 20
couch_price_hypothesis = 20

# Both the premise and hypothesis mention the price of a couch bought at the Salvation Army
# However, the number of roommates who bought the couch is not mentioned in the premise
# Therefore, we cannot infer ""entailment"" or ""contradiction"" based on the provided information
label = ""neutral""

print(label)
"
417,That means the pilots have become one obvious area of focus.,The plane's pilots have become one obvious area of focus.,entailment,neutral,"# no numerical entities or quantities exist in both premise and hypothesis
# no calculations or comparisons are needed

# the premise and hypothesis have the same meaning except the specification of the pilots in the hypothesis
# which cannot be entailed from the premise
label = ""neutral""

print(label)
"
724,"(CNN) -- Argentina booked their place in the second round of the World Cup after a 2-0 win over Greece and were joined by South Korea, who secured their berth with a thrilling 2-2 draw against Nigeria.",South Korea qualify as runners-up after drawing 2-2 with Nigeria.,neutral,entailment,"argentina_goals_premise = 2
greece_goals_premise = 0
south_korea_goals_premise = 2
nigeria_goals_premise = 2

south_korea_goals_hypothesis = 2
nigeria_goals_hypothesis = 2

# the hypothesis mentions the result of the South Korea vs Nigeria match, which is also mentioned in the premise
if south_korea_goals_hypothesis != south_korea_goals_premise or nigeria_goals_hypothesis != nigeria_goals_premise:
    # check if the scores in the hypothesis contradict the scores reported in the premise
    label = ""contradiction""
else:
    # if the hypothesis scores do not contradict the premise scores, we can infer entailment
    label = ""entailment""

print(label)
"
584,"1 beat sixth-seed Andy Murray 7-6 (5) 6-7 (4) 6-3 6-0 in a contentious slugfest in Melbourne, he become only the second man to claim five Australian Open titles.",Djokovic becomes the second man to claim five Oz titles.,neutral,entailment,"titles_premise = 5
titles_hypothesis = 5

# the hypothesis mentions the number of Australian Open titles won, which is also referenced in the premise
if titles_hypothesis == titles_premise:
    # check if the number of titles in the hypothesis matches the number of titles in the premise
    label = ""entailment""
else:
    # if the number of titles from the hypothesis does not match the number of titles in the premise, we infer a contradiction
    label = ""contradiction""

print(label)
"
495,"(CNN) -- Two Israeli bands, one Jewish and one Arab, are joining together in'' metal brotherhood'' to spread a message of peace through rock'n roll.",Two Israeli bands -- one Jewish the other Arab -- touring Europe together.,neutral,neutral,"bands_premise = 2
bands_hypothesis = 2

# the hypothesis mentions the number of Israeli bands, which are also mentioned in the premise
# however, the hypothesis refers to these bands touring Europe, which cannot be entailed from the premise
label = ""neutral""

print(label)
"
466,"Prosecutors alleged Moustafa, a parliament member for the ruling National Democratic Party, paid el Sukkari $2 million to kill Tamim.",Prosecutors alleged Moustafa paid ex-officer el Sukkari $2M to kill Tamim.,entailment,entailment,"payment_premise = 2000000
payment_hypothesis = 2000000

# the hypothesis and premise both mention Moustafa paying El Sukkari the same amount to kill Tamim
if payment_premise != payment_hypothesis:
    # check if the payment value in the hypothesis contradicts the payment value in the premise
    label = ""contradiction""
else:
    # if the payment value from the hypothesis does not contradict the payment value in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
862,"Twenty-two of the dead were U.S. Navy personnel, the Pentagon said.",17 were Navy SEALs.,neutral,neutral,"dead_personnel_premise = 22
navy_seals_hypothesis = 17

# the hypothesis mentions a number of Navy SEALs, which is included in the total number of dead U.S. Navy personnel stated in the premise
if navy_seals_hypothesis > dead_personnel_premise:
    # check if the number of Navy SEALs in the hypothesis contradicts (is greater than) the total number of dead personnel in the premise
    label = ""contradiction""
else:
    # if the number of Navy SEALs is less than or equal to the total number of dead personnel, it does not contradict the premise, but it is not sufficient to entail the premise either
    label = ""neutral""

print(label)
"
792,It was a remarkable finish to a remarkable game and it left Portugal and Denmark locked together on three points each after two Group B games.,Portugal seal 3-2 win over Denmark in Group B.,neutral,neutral,"points_portugal_premise = 3
points_denmark_premise = 3
points_portugal_hypothesis = 3
points_denmark_hypothesis = 2

# the hypothesis mentions the points of Portugal and Denmark in Group B, which are also referenced in the premise
# however, the hypothesis implies that Portugal won over Denmark, which cannot be entailed from the premise
label = ""neutral""

print(label)
"
