sample_index,premise,hypothesis,golden_label,reference_label,completion
147,"The expulsion of Albanians, which has distracted NATO with a parallel relief operation, has only served to harden the resolve of NATO's 19 members, who are now willing to approve attacks on more sensitive targets, like Milosevic's homes and Yugoslavia's state-run television.",NATO has 16 members.,neutral,neutral,"nato_members_premise = 19
nato_members_hypothesis = 16

# the hypothesis talks about the number of NATO members which is also mentioned in the premise
if nato_members_hypothesis != nato_members_premise:
    # check if the number of NATO members in the hypothesis contradicts the number of NATO members from the premise
    label = ""contradiction""
else:
    # if the number of NATO members in the hypothesis and premise are the same, we can infer entailment
    label = ""entailment""

print(label)
"
51,"More than 1,000 members of the Russian and foreign media registered for the news conference, which has become an annual event.","More than 1,000 members from Russia registered for the news conference.",neutral,neutral,"total_members_premise = 1000
russian_members_hypothesis = 1000

# the hypothesis talks about the number of Russian members which are not referenced in the premise (the nationality of the members is not mentioned)
# the hypothesis cannot be entailed from the premise, since the number of Russian members is unknown.
label = ""neutral""

print(label)
"
9,Rival generic drug maker Mylan Laboratories Inc. reported revenue of $1.3 billion for fiscal 2005.,Mylan Laboratories Inc. earned $1.3 billion in fiscal year 2005.,entailment,entailment,"revenue_premise = 1.3e9
revenue_hypothesis = 1.3e9

# the hypothesis talks about the revenue of Mylan Laboratories Inc. in a certain fiscal year, which is also mentioned in the premise
if revenue_hypothesis != revenue_premise:
    # check if the revenue in the hypothesis contradicts the revenue in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
28,There were 12 original members of NATO at the time of its founding.,The NATO has 16 members.,neutral,neutral,"original_members_premise = 12
current_members_hypothesis = 16

# the hypothesis talks about the current number of NATO members, which is not referenced in the premise (the premise only mentions the original members)
# the hypothesis cannot be entailed from the premise, since the current number of NATO members is unknown.
label = ""neutral""

print(label)
"
136,"At the 1932 Olympic Games in Los Angeles, Didrikson won gold medals in the javelin (Olympic record) and 80-meter hurdles (world record), along with a silver in the high jump (share of the world record).","2,45 m is the world record in the high jump.",neutral,neutral,"# No numerical values are given in the premise or the hypothesis to compare
# The premise doesn't give a numerical value for the high jump record
# The hypothesis provides a numerical value for the high jump record but it does not indicate whether this value is from the 1932 Olympic Games

# Thus, no comparison between the premise and hypothesis can be made
label = ""neutral""

print(label)
"
117,He said that '' there is evidence that Cristiani was involved in the murder of the six Jesuit priests'' which occurred on 16 November in San Salvador.,Cristiani killed six Jesuits.,neutral,neutral,"# Number of priests in premise and hypothesis
priests_premise = 6
priests_hypothesis = 6

# Involvement of Cristiani in the murder (1 implies involvement)
cristiani_involvement_premise = 1
cristiani_involvement_hypothesis = 1

# the hypothesis talks about Cristiani's involvement in the murder, which is also mentioned in the premise
# but the hypothesis directly states Cristiani as the killer without any evidence, which is not mentioned in the premise
# So, no entailment or contradiction can be inferred here.
label = ""neutral""

print(label)
"
22,"Two members of the 2000 Kanchenjunga Expedition of South Korea successfully scaled the 8,586m high Mt. Kanchenjunga via the south west face Friday, according to the Nepali Tourism Ministry.",Kanchenjunga is 8586 meters high.,entailment,entailment,"height_premise = 8586
height_hypothesis = 8586

# the hypothesis talks about the height of Kanchenjunga, which is also mentioned in the premise
if height_hypothesis != height_premise:
    # check if the height in the hypothesis contradicts the height in the premise
    label = ""contradiction""
else:
    # if the height in the hypothesis does not contradict the height in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
116,He said that '' there is evidence that Cristiani was involved in the murder of the six Jesuit priests'' which occurred on 16 November in San Salvador.,Cristiani is accused of the assassination of six Jesuits.,entailment,entailment,"priests_murdered_premise = 6
priests_murdered_hypothesis = 6

# the hypothesis talks about the number of priests Cristiani is accused of murdering
# the premise also mentions the same number of priests being murdered and Cristiani's involvement
# we compare the number of priests from the hypothesis and premise
if priests_murdered_hypothesis != priests_murdered_premise:
    # check if the number of priests murdered in the hypothesis contradicts the number of priests murdered in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
151,"Two portraits, one by Reynolds, the other by Gainsborough, since 1990 among the most looked-after works in the Art Loss Register database, were recovered this week when they were brought into Sotheby's for evaluation. Also a lithograph by Norwegian artist Edvard Munch, stolen from an Oslo art gallery in April, has been recovered, news reports said today.",These two portraits and a lithography by Edvard Munch were recovered using the Art Loss Register database.,neutral,neutral,"portraits_premise = 2
portraits_hypothesis = 2
lithography_premise = 1
lithography_hypothesis = 1
year_premise = 1990
year_hypothesis = None

# the hypothesis states the number of recovered portraits and a lithography, which is also mentioned in the premise
if portraits_hypothesis != portraits_premise:
    # check if the number of recovered portraits in the hypothesis contradicts the number of portraits from the premise
    label = ""contradiction""
elif lithography_hypothesis != lithography_premise:
    # check if the number of recovered lithographs in the hypothesis contradicts the number of lithographs from the premise
    label = ""contradiction""
# the hypothesis suggests that the Art Loss Register database was used to recover the portraits and lithograph, but the premise does not specify the method of recovery
# the hypothesis cannot be fully and explicitly entailed from the premise
else:
    label = ""neutral""

print(label)
"
135,Thousands of Romanians participated in rallies on Monday to campaign for the release of three Romanian journalists kidnapped last month in Iraq. Crowds swelled in size after a weekend of smaller rallies sponsored by Romanian media workers and the Arab community in Romania.,Romania sent 730 troops in Iraq.,neutral,neutral,"# No numerical entities are directly shared between the premise and hypothesis, therefore no variables or comparisons are needed

# No numerical information in the hypothesis is contradicted or supported by the premise
label = ""neutral""

print(label)
"
96,"The death toll of a fire that roared through a packed Buenos Aires nightclub climbed on Friday to at least 175, with more than 700 injured as young revellers stampeded to reach locked exit doors.",At least 174 had been killed and more than 410 people injured.,entailment,entailment,"deaths_premise = 175
injured_premise = 700
deaths_hypothesis = 174
injured_hypothesis = 410

# the hypothesis talks about the number of deaths and injured people, which are also mentioned in the premise
if deaths_hypothesis > deaths_premise:
    # check if the number of deaths in the hypothesis contradicts the number of deaths in the premise
    label = ""contradiction""
elif injured_hypothesis > injured_premise:
    # check if the number of injured people in the hypothesis contradicts the number of injured people in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
11,Governor Tim Pawlenty of Minnesota signed a bill into law on Thursday that requires the state to generate a significant amount of its energy needs from renewable sources. The amount of power generated by wind turbines in the state stands now at 895 megawatts.,The amount of power produced in Minnesota stands at 895 megawatts.,neutral,neutral,"power_generated_premise = 895
power_generated_hypothesis = 895

# the hypothesis specifies the total power produced in Minnesota, while the premise specifies power generated by wind turbines
# the hypothesis cannot be entailed from the premise, since the total power produced in Minnesota includes not only power from wind turbines.

label = ""neutral""
print(label)
"
100,"In Baghdad, a car bomb exploded late Sunday near a police patrol in the fashionable Jadiriyah district, killing at least six people, including three police officers, and wounding 26 others.","The bomb killed six people, including three policeman.",entailment,entailment,"total_killed_premise = 6
police_killed_premise = 3
total_killed_hypothesis = 6
police_killed_hypothesis = 3

# the hypothesis talks about the total number of people and police officers killed, which is also mentioned in the premise
if total_killed_hypothesis != total_killed_premise:
    # check if the total number of people killed in the hypothesis contradicts the total number of people killed in the premise
    label = ""contradiction""
elif police_killed_hypothesis != police_killed_premise:
    # check if the number of police officers killed in the hypothesis contradicts the number of police officers killed in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
19,"Romania's is one of the largest contingents of any European country in Iraq due to the recent withdrawals or downscaling of Spain, Italy, the Ukraine and Poland. Romania has so far been one of the only NATO countries not announcing a withdrawal.",Romania sent 730 troops in Iraq.,neutral,neutral,"# There's no numerical information in the premise to define variables, 
# but the hypothesis mentions that 730 troops were sent by Romania in Iraq.

troops_hypothesis = 730

# The hypothesis provides the number of troops Romania sent to Iraq, but this information is not mentioned in the premise.
# Since the premise does not provide any information to compare with the hypothesis, we can infer neutrality. 

label = ""neutral""

print(label)
"
13,"In a move widely viewed as surprising, the Bank of England raised UK interest rates from 5% to 5.25 %, the highest in five years.",UK interest rates went up from 5% to 5.25%.,entailment,entailment,"interest_rate_begin_premise = 5
interest_rate_end_premise = 5.25
interest_rate_begin_hypothesis = 5
interest_rate_end_hypothesis = 5.25

# the hypothesis talks about the start and end interest rates which are also mentioned in the premise
if interest_rate_begin_hypothesis != interest_rate_begin_premise:
    # check if the beginning interest rate in the hypothesis contradicts the beginning interest rate in the premise
    label = ""contradiction""
elif interest_rate_end_hypothesis != interest_rate_end_premise:
    # check if the end interest rate in the hypothesis contradicts the end interest rate in the premise
    label = ""contradiction""
else:
    # if the hypothesis values do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
49,A Los Angeles federal court judge Monday imposed a 15-year prison sentence on David A. Feldman of Palos Verdes.,A Los Angeles federal judge imposed a 15-year prison sentence on David A. Feldman.,entailment,entailment,"sentence_years_premise = 15
sentence_years_hypothesis = 15

# the hypothesis talks about the prison sentence of David A. Feldman, which is also mentioned in the premise
if sentence_years_hypothesis != sentence_years_premise:
    # check if the sentence years in the hypothesis contradicts the sentence years in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
126,"Violence over the last week killed 23 people, two worshippers dragged from a mosque and shot, underlining the challenges of bringing stability and strengthening Afghanistan's fledgling democracy.",Two worshippers were killed in Afghanistan.,entailment,entailment,"total_deaths_premise = 23
worshipper_deaths_premise = 2
worshipper_deaths_hypothesis = 2

# the hypothesis talks about the number of worshippers killed, which is also mentioned in the premise
if worshipper_deaths_hypothesis != worshipper_deaths_premise:
    # check if the number of worshippers deaths in the hypothesis contradicts the number of worshippers deaths from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
78,"For the year, the Dow rose 3 percent, while the S & P 500 index added 9 percent.","For the year, the Dow gained 3 percent, the S & P rose 9 percent.",entailment,entailment,"dow_increase_premise = 3
dow_increase_hypothesis = 3
sp_increase_premise = 9
sp_increase_hypothesis = 9

# the hypothesis talks about the percentage increase of the Dow and the S & P, which is also mentioned in the premise
if dow_increase_hypothesis != dow_increase_premise:
    # check if the Dow increase percentage in the hypothesis contradicts the Dow increase percentage from the premise
    label = ""contradiction""
elif sp_increase_hypothesis != sp_increase_premise:
    # check if the S & P increase percentage in the hypothesis contradicts the S & P increase percentage in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
24,"Nearly seven meters in height, Cassini will be carrying 12 separate packages of scientific instruments, as well as a probe, carrying six more bundles of sensors, which is to be dropped on to Titan, Saturn's largest moon.",The moon Titan has a diameter of 5100 kilometers.,neutral,neutral,"cassini_height_premise = 7  # in meters
scientific_instruments_premise = 12
probe_instruments_premise = 6
saturn_moon_diameter_hypothesis = 5100  # in kilometers

# the hypothesis talks about the diameter of the moon Titan which is not referenced in the premise
# the hypothesis cannot be entailed from the premise, since the diameter of the moon Titan is unknown.
label = ""neutral""

print(label)
"
92,"Two car bombs explode near a police station outside of Baghdad's Green Zone, killing seven police officers and wounding about 60 others.",A pair of car bombs explode near government offices in Baghdad.,neutral,neutral,"car_bombs_premise = 2
car_bombs_hypothesis = 2

# the hypothesis talks about the location of the bombing which is not specific enough to compare with the premise
# the hypothesis cannot be fully entailed from the premise, since the detailed location is not specified.
label = ""neutral""

print(label)
"
101,"For all last year, business spending on equipment and software grew 13.4 %, the largest increase since 1997.",Business spending on equipment and software grew by 13.4 percent.,entailment,entailment,"business_spending_growth_premise = 13.4
business_spending_growth_hypothesis = 13.4

# the hypothesis talks about the business spending growth which is also mentioned in the premise
if business_spending_growth_hypothesis != business_spending_growth_premise:
    # check if the growth rate in the hypothesis contradicts the growth rate in the premise
    label = ""contradiction""
else:
    # if the hypothesis growth rate does not contradict the premise growth rate, we can infer entailment
    label = ""entailment""

print(label)
"
137,"Beamon's jump was a world record that eclipsed the previous record by 21 3/4 inches. The jump still stands as an Olympic record, and stood as a world record until Mike Powell leapt 29'4 1/2'' at the 1991 World Championships in Tokyo.","2,45 m is the world record in the high jump.",neutral,neutral,"beamon_jump_inches_record_increase = 21 + 3/4
powell_jump_inches_record = 29 * 12 + 4 + 1/2 # convert feet to inches
high_jump_record_meters_hypothesis = 2.45

# the hypothesis talks about the world record in high jump, whereas the premise is about long jump records
# the high jump record is not mentioned in the premise
label = ""neutral""

print(label)
"
17,"The referendum would be held at the same time as the vote to elect Romania's 35 representatives to the European Parliament, as Romania will join the European Union in 2007.",12 members of the European Union use the Euro instead of their own national currencies.,neutral,neutral,"representatives_premise = 35
representatives_hypothesis = 12
join_year_premise = 2007

# the hypothesis talks about the number of members that use the Euro, which is not mentioned in the premise
# the hypothesis cannot be entailed from the premise, as there is no information about the use of Euro 
label = ""neutral""

print(label)
"
26,"With a diameter of 1,430 miles, Pluto is less than half the size of any other planet and only two-thirds as big as Earth's moon.","The terrestrial moon has a diameter of 3,746 kilometers.",neutral,neutral,"pluto_diameter_miles_premise = 1430
earth_moon_diameter_km_hypothesis = 3746

# convert the diameter of Pluto from miles to kilometers
# 1 mile is approximately 1.60934 kilometers
pluto_diameter_km_premise = pluto_diameter_miles_premise * 1.60934

# the premise states that the diameter of Pluto is less than two-thirds of the diameter of Earth's moon
# therefore, the diameter of Earth's moon should be greater than the diameter of Pluto divided by two-thirds
expected_earth_moon_diameter_km_premise = pluto_diameter_km_premise / (2/3)

# we can't infer entailment, as the premise doesn't offer a precise size for the moon
# we check for contradiction by comparing the Earth's moon diameter from the hypothesis with the expected diameter from the premise
if earth_moon_diameter_km_hypothesis != expected_earth_moon_diameter_km_premise:
    label = ""contradiction""
else:
    label = ""neutral""

print(label)
"
58,"The technical investigation commission has determined that some military were reportedly involved in the assassination of the six Jesuits and their two maids, which took place at daybreak on the 16th of November, as reported by president Alfredo Cristiani on the 7th of January.",The assassination of the six Jesuits and their two maids took place on the 7th of January.,neutral,neutral,"assassination_date_premise = 16 # November
assassination_date_hypothesis = 7 # January

# the hypothesis talks about the date of the assassination which is also mentioned in the premise.
if assassination_date_hypothesis != assassination_date_premise:
    # check if the date of the assassination in hypothesis contradicts the date of the assassination from the premise
    label = ""contradiction""
else:
    # if the date of the assassination in the hypothesis does not contradict the date of the assassination in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
80,"That was up from 3 percent in 2003 and marked the best showing since 1999, when the economy grew by 4.5 percent.","That was up from 3% in 2003 and marked the best showing since 1999, when the growth was 4.5%.",entailment,entailment,"growth_rate_2003_premise = 3
growth_rate_2003_hypothesis = 3
growth_rate_1999_premise = 4.5
growth_rate_1999_hypothesis = 4.5

# the hypothesis talks about the growth rates in two specific years, which is also mentioned in the premise
if growth_rate_2003_hypothesis != growth_rate_2003_premise:
    # check if the growth rate in 2003 in the hypothesis contradicts the growth rate in 2003 from the premise
    label = ""contradiction""
elif growth_rate_1999_hypothesis != growth_rate_1999_premise:
    # check if the growth rate in 1999 in the hypothesis contradicts the growth rate in 1999 from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
53,"There were no immediate reports of injuries, and authorities said they found no signs of fires at any other church in Greenville, which is about 75 miles east of Raleigh.",Greenville is located about 75 miles east of Raleigh.,entailment,entailment,"distance_premise = 75
distance_hypothesis = 75

# the hypothesis talks about the distance from Greenville to Raleigh, which is also mentioned in the premise
if distance_hypothesis != distance_premise:
    # check if the distance in the hypothesis contradicts the distance in the premise
    label = ""contradiction""
else:
    # if the distance in the hypothesis does not contradict the distance in the premise, we can infer entailment
    label = ""entailment""

print(label)
"
98,"Two car bombs explode near a police station outside of Baghdad's Green Zone, killing seven police officers and wounding about 60 others.",60 people are killed when a car bomb explodes near a police station in Baghdad.,neutral,neutral,"killed_premise = 7
wounded_premise = 60
car_bombs_premise = 2

killed_hypothesis = 60
car_bombs_hypothesis = 1

# the hypothesis talks about the number of people killed and the number of car bombs exploded, which are both mentioned in the premise
if killed_hypothesis != killed_premise:
    # check if the number of people killed in the hypothesis contradicts the number of people killed from the premise
    label = ""contradiction""
elif car_bombs_hypothesis != car_bombs_premise:
    # check if the number of car bombs in the hypothesis contradicts the number of car bombs in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
50,"Defense Secretary Robert Gates earlier this month recommended that the Army's troop strength be increased by 65,000 soldiers, to a total of 547,000 worldwide and the Marines be increased by 27,000 to 202,000.","The Defense Secretary suggested that the Army's troop should be increased to 547,000 soldiers.",entailment,entailment,"increase_army_premise = 65000
total_army_premise = 547000
increase_marines_premise = 27000
total_marines_premise = 202000

total_army_hypothesis = 547000

# the hypothesis refers to the total number of army troops as suggested by the Defense Secretary, which is also given in the premise
# no other values from the hypothesis need to be compared with the premise

if total_army_hypothesis != total_army_premise:
    # check if the total number of army troops in the hypothesis contradicts the total number from the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
95,"Temporary help firms added 32,000 and education and health care services gained 13,000 jobs last month.","Service industries such as education and health care added 46,000 jobs.",neutral,neutral,"temp_help_firms_jobs_premise = 32000
edu_health_services_jobs_premise = 13000
total_jobs_premise = temp_help_firms_jobs_premise + edu_health_services_jobs_premise
service_industries_jobs_hypothesis = 46000

# the hypothesis talks about the total jobs added in service industries
# we compare the total jobs mentioned in the hypothesis with the total jobs calculated from the premise
if service_industries_jobs_hypothesis != total_jobs_premise:
    # check if the total jobs in the hypothesis contradicts the total jobs calculated from the premise
    label = ""contradiction""
else:
    # if the total jobs in the hypothesis does not contradict the total jobs calculated from the premise, we can infer entailment
    label = ""entailment""

print(label)
"
69,"Due to these effects, a person who has consumed a high amount of alcohol in a short amount of time will undoubtedly have difficulty driving. Each year, more than 10,000 people ages 16-25 die as the result of alcohol use and half of those deaths result from crashes caused by alcohol-impaired driving.",Half of road-traffic deaths are caused by alcohol.,neutral,neutral,"total_deaths_premise = 10000
half_deaths_premise = total_deaths_premise / 2

# the hypothesis talks about the proportion of road-traffic deaths caused by alcohol, but does not specify the age group or the total number of deaths.
# we have no information about the total number of road-traffic deaths or the proportion caused by alcohol in all age groups.

label = ""neutral""

print(label)
"
105,"Scientists on Monday announced the discovery of a frozen, shiny red world some 8 billion miles from Earth that is the most distant known object in the solar system.",A frozen world 8 billion miles from Earth is believed to be the farthest known object within our solar system.,entailment,entailment,"distance_premise = 8e9 # miles
distance_hypothesis = 8e9 # miles

# the hypothesis talks about the distance of the most distant known object in the solar system which is also mentioned in the premise
if distance_hypothesis != distance_premise:
    # check if the distance in the hypothesis contradicts the distance in the premise
    label = ""contradiction""
else:
    # if the distance value in the hypothesis does not contradict the premise value, we can infer entailment
    label = ""entailment""

print(label)
"
127,"GUS on Friday disposed of its remaining home shopping business and last non-UK retail operation with the% u20AC390m (£265m) sale of the Dutch home shopping company, Wehkamp, to Industri Kapital, a private equity firm.",Wehkamp cost% u20AC390m.,entailment,entailment,"sale_price_premise = 390e6
sale_price_hypothesis = 390e6

# the hypothesis talks about the sale price of Wehkamp which is also mentioned in the premise
if sale_price_hypothesis != sale_price_premise:
    # check if the sale price in the hypothesis contradicts the sale price in the premise
    label = ""contradiction""
else:
    # if the hypothesis values and estimates do not contradict the premise values, we can infer entailment
    label = ""entailment""

print(label)
"
107,"Commandos stormed a school Friday in southern Russia and battled separatist rebels holding hundreds of hostages as crying children, some naked and covered in blood, fled the building through explosions and gunfire.","The total number of hostages held in the school may have been as many as 1,200.",neutral,neutral,"# no specific number of hostages is mentioned in the premise
hostages_hypothesis = 1200

# the hypothesis talks about a possible number of hostages which cannot be contradicted or entailed from the premise because the premise does not provide a specific number
label = ""neutral""

print(label)
"
81,"Hurricane Frances destroyed more of the citrus crop in some places in Florida than Hurricane Charley did three weeks ago, the state's agriculture commissioner said on Tuesday.",Initial reports of destruction did not rival the estimated $7.4 billion in insured damage caused by Hurricane Charley in southwest Florida three weeks ago.,neutral,neutral,"# Damage in dollars by Hurricane Charley
damage_Charley = 7.4e9 

# There are no quantities mentioned in the hypothesis or premise to directly compare.
# The premise talks about the destruction of the citrus crop (no specific quantity or monetary value given) while the hypothesis talks about the insured damage value.
# Therefore, without more specific numbers or a direct comparison, we cannot infer contradiction or entailment.

label = ""neutral""

print(label)
"
